Cow_ID,Age_Years,Breed,Farm_Cleanliness,Env_Temp_7d_Avg_C,Env_Humidity_7d_Avg,Body_Temp_7d_Avg_C,Cow_Movement_7d_Avg_Steps,Milk_Conductivity_7d_Avg_mS_cm,Milk_Yield_7d_Avg_L,Mastitis_Risk_Percentage
COW_0602,7,Holstein,Yes,27.5,69.4,39.1,1414.0,6.04,27.6,40.4
COW_0603,7,Guernsey,Yes,20.3,67.8,38.91,1872.0,5.12,27.4,5.7
COW_0604,4,Holstein,No,10.0,72.8,39.17,1445.0,5.92,29.2,45.1
COW_0605,8,Holstein,Yes,13.1,64.9,38.8,1266.0,5.24,26.2,44.4
COW_0606,10,Holstein,Yes,23.9,41.6,38.78,1469.0,6.03,16.0,35.8
COW_0607,11,Holstein,Yes,27.6,70.6,39.08,1264.0,5.64,30.5,29.0
COW_0608,9,Holstein,No,20.9,75.8,39.17,1839.0,5.94,23.4,51.7
COW_0609,7,Jersey,Yes,29.0,60.8,38.97,1746.0,5.77,16.9,32.5
COW_0610,9,Holstein,Yes,23.6,77.9,39.05,2381.0,6.12,23.3,44.9
COW_0611,6,Jersey,Yes,11.9,51.4,39.06,1467.0,5.62,19.5,28.3
COW_0612,9,Jersey,Yes,15.0,51.1,38.85,1476.0,5.52,31.2,26.0
COW_0613,11,Jersey,Yes,31.8,48.1,39.25,1951.0,6.09,23.1,59.7
COW_0614,5,Holstein,No,28.8,58.6,39.26,1710.0,6.82,18.1,62.1
COW_0615,11,Holstein,Yes,33.3,82.4,39.12,1845.0,5.44,30.4,39.7
COW_0616,9,Holstein,Yes,13.1,81.4,38.83,1404.0,5.25,29.9,27.7
COW_0617,11,Jersey,Yes,35.7,59.1,39.07,2314.0,5.85,25.0,33.8
COW_0618,3,Holstein,No,15.4,69.5,38.98,1561.0,6.4,18.4,41.3
COW_0619,6,Holstein,Yes,10.3,76.0,39.13,1642.0,5.83,22.7,24.2
COW_0620,10,Holstein,Yes,35.9,52.1,39.23,2051.0,6.09,21.2,37.9
COW_0621,5,Holstein,Yes,17.3,48.4,38.46,1881.0,5.06,32.8,14.4
COW_0622,7,Holstein,Yes,27.4,88.6,38.83,1334.0,5.23,17.6,35.3
COW_0623,2,Holstein,Yes,14.6,70.9,38.75,1955.0,5.34,28.9,6.0
COW_0624,10,Jersey,Yes,25.1,89.1,38.89,1380.0,6.28,23.9,48.7
COW_0625,2,Holstein,Yes,33.5,56.9,38.82,726.0,5.18,33.4,21.4
COW_0626,6,Holstein,Yes,18.3,75.2,38.84,1536.0,5.45,29.5,13.8
COW_0627,5,Holstein,Yes,27.4,51.1,38.86,1596.0,5.39,30.0,33.5
COW_0628,4,Holstein,Yes,14.9,53.1,39.16,1261.0,6.29,22.6,43.3
COW_0629,7,Holstein,Yes,26.2,65.6,38.84,1947.0,5.46,20.1,26.4
COW_0630,3,Jersey,No,18.7,56.0,38.7,1409.0,6.32,23.9,37.1
COW_0631,4,Holstein,No,15.5,48.4,39.14,1870.0,5.91,30.1,35.1
COW_0632,6,Jersey,No,18.1,53.1,39.34,1170.0,6.64,27.8,49.1
COW_0633,10,Holstein,No,14.6,41.8,39.61,1802.0,6.16,21.6,53.3
COW_0634,3,Holstein,Yes,33.4,75.2,38.85,1168.0,6.25,20.1,44.7
COW_0635,11,Jersey,Yes,20.3,64.6,39.04,933.0,5.32,21.1,20.6
COW_0636,9,Holstein,Yes,16.4,44.7,38.55,2265.0,5.58,26.8,20.9
COW_0637,3,Holstein,Yes,21.7,48.6,38.96,1598.0,5.25,29.8,8.6
COW_0638,6,Holstein,Yes,18.3,45.1,39.21,2158.0,6.65,31.9,46.9
COW_0639,8,Holstein,Yes,29.4,70.6,38.91,1849.0,5.97,26.1,35.3
COW_0640,9,Jersey,No,35.3,44.7,39.39,1736.0,6.54,26.2,50.3
COW_0641,2,Holstein,Yes,21.4,77.7,38.93,2043.0,5.65,21.8,30.6
COW_0642,7,Jersey,Yes,32.4,41.0,39.19,1624.0,6.22,24.7,49.9
COW_0643,2,Guernsey,No,24.7,52.5,39.31,1527.0,6.29,23.9,54.0
COW_0644,3,Holstein,Yes,14.1,84.5,38.91,2469.0,4.94,28.7,2.1
COW_0645,2,Guernsey,Yes,28.0,75.9,39.1,1873.0,5.37,27.6,17.4
COW_0646,6,Holstein,No,23.3,43.6,39.25,1233.0,6.44,23.1,59.4
COW_0647,11,Brown Swiss,Yes,26.9,81.1,39.34,1751.0,6.16,26.6,45.3
COW_0648,10,Holstein,Yes,33.1,64.7,39.15,938.0,5.87,30.8,38.2
COW_0649,7,Jersey,Yes,21.5,82.3,38.85,2091.0,5.78,13.9,44.0
COW_0650,2,Holstein,Yes,33.4,70.0,38.84,2211.0,5.87,32.5,31.2
COW_0651,2,Holstein,No,29.5,74.1,39.51,1956.0,6.16,16.0,51.9
COW_0652,3,Holstein,Yes,22.7,89.7,39.29,1873.0,6.38,25.1,59.1
COW_0653,10,Jersey,Yes,25.7,51.6,39.15,1673.0,5.37,38.3,23.8
COW_0654,4,Holstein,Yes,18.5,71.2,38.79,1793.0,5.43,27.5,20.0
COW_0655,2,Holstein,Yes,35.6,63.0,38.91,1286.0,5.85,27.0,30.4
COW_0656,6,Jersey,No,27.4,42.0,39.32,1978.0,6.36,21.5,63.8
COW_0657,8,Jersey,Yes,11.1,40.7,38.85,1612.0,5.99,30.8,20.9
COW_0658,7,Brown Swiss,Yes,18.5,46.0,38.62,1944.0,4.79,29.6,15.7
COW_0659,2,Jersey,Yes,26.2,72.5,38.68,1923.0,5.52,24.0,13.1
COW_0660,6,Brown Swiss,Yes,11.5,68.4,38.86,1378.0,5.34,27.8,11.8
COW_0661,6,Jersey,No,10.6,67.7,38.98,1090.0,5.95,19.9,39.8
COW_0662,7,Holstein,Yes,21.7,41.6,38.78,1870.0,5.25,27.6,15.7
COW_0663,4,Holstein,Yes,18.6,63.5,38.74,1746.0,5.19,26.5,4.1
COW_0664,6,Jersey,Yes,21.4,86.2,39.27,1505.0,6.47,24.4,60.6
COW_0665,8,Holstein,No,16.8,59.9,39.32,1931.0,5.89,21.1,48.0
COW_0666,6,Holstein,Yes,14.3,71.2,38.57,1982.0,5.2,27.4,14.6
COW_0667,6,Holstein,No,27.9,79.0,39.33,1748.0,6.25,23.6,58.7
COW_0668,6,Brown Swiss,Yes,23.4,79.2,38.98,1959.0,5.15,27.7,15.8
COW_0669,11,Holstein,No,15.2,66.0,39.35,1448.0,6.39,25.3,46.8
COW_0670,11,Holstein,Yes,18.3,82.9,38.72,1400.0,5.43,25.8,30.9
COW_0671,4,Holstein,Yes,25.4,59.6,39.33,1561.0,6.04,19.5,54.3
COW_0672,2,Holstein,Yes,11.9,84.4,38.99,1933.0,4.97,29.2,9.9
COW_0673,6,Holstein,Yes,13.8,52.0,38.85,2132.0,5.22,26.4,21.7
COW_0674,10,Holstein,No,11.9,54.0,39.2,1557.0,6.28,29.8,38.7
COW_0675,2,Holstein,No,31.1,42.7,39.43,1382.0,6.49,28.2,57.6
COW_0676,4,Jersey,Yes,29.6,79.8,38.92,1570.0,6.25,18.3,43.1
COW_0677,5,Holstein,Yes,29.6,60.9,39.13,1476.0,5.23,30.8,24.2
COW_0678,2,Jersey,Yes,28.6,51.5,39.14,2130.0,6.1,29.5,43.1
COW_0679,2,Guernsey,No,27.4,51.6,39.19,1985.0,6.7,18.2,46.7
COW_0680,9,Holstein,Yes,22.4,85.1,38.62,1360.0,5.53,30.4,24.4
COW_0681,3,Jersey,Yes,26.7,81.7,39.16,1937.0,6.04,30.2,38.1
COW_0682,9,Holstein,Yes,11.0,67.7,38.92,1146.0,5.54,22.3,21.4
COW_0683,8,Guernsey,Yes,26.2,70.8,39.45,1849.0,5.86,22.8,48.0
COW_0684,11,Holstein,Yes,30.2,63.7,39.1,1371.0,6.21,25.5,41.1
COW_0685,11,Jersey,Yes,23.0,59.6,38.82,1844.0,5.75,29.3,28.3
COW_0686,3,Holstein,Yes,19.3,85.8,38.74,1117.0,5.3,22.1,18.8
COW_0687,7,Holstein,No,17.2,46.3,38.95,1275.0,5.58,31.6,33.3
COW_0688,7,Holstein,Yes,26.7,60.9,38.83,1862.0,5.9,15.5,34.7
COW_0689,4,Jersey,Yes,28.0,57.2,39.11,1512.0,5.31,33.9,27.6
COW_0690,3,Jersey,Yes,32.6,64.9,39.11,1472.0,6.05,29.9,26.9
COW_0691,2,Holstein,No,18.9,62.9,38.95,2194.0,5.71,22.9,33.1
COW_0692,7,Holstein,Yes,30.0,65.9,38.88,2513.0,5.3,31.2,33.4
COW_0693,6,Holstein,Yes,24.6,47.0,38.95,1824.0,6.12,18.8,51.5
COW_0694,10,Jersey,Yes,33.0,65.7,39.18,1286.0,5.84,25.8,43.5
COW_0695,2,Holstein,Yes,23.7,52.1,39.41,2131.0,6.72,25.5,49.2
COW_0696,8,Guernsey,Yes,23.5,49.2,38.96,1139.0,5.65,26.6,42.7
COW_0697,6,Holstein,No,25.0,43.2,39.26,1400.0,6.36,19.3,63.1
COW_0698,6,Holstein,No,29.5,78.1,39.3,1541.0,6.15,21.3,55.2
COW_0699,3,Holstein,Yes,35.1,61.4,39.42,2187.0,6.23,25.0,47.1
COW_0700,4,Holstein,Yes,11.9,71.3,38.84,2175.0,5.17,23.8,18.2
COW_0701,8,Holstein,No,11.4,76.4,39.58,1169.0,6.73,21.6,77.2
COW_0702,7,Holstein,Yes,34.4,74.0,38.95,1423.0,5.51,23.4,25.2
COW_0703,3,Jersey,No,23.8,63.5,39.03,1820.0,6.23,28.3,57.4
COW_0704,7,Holstein,Yes,26.0,59.4,38.8,1504.0,5.64,33.8,31.3
COW_0705,3,Holstein,No,22.5,58.8,38.96,1714.0,5.78,23.7,46.1
COW_0706,3,Holstein,No,12.4,72.0,39.1,1265.0,5.9,31.4,28.1
COW_0707,3,Holstein,No,30.0,64.7,39.26,1635.0,6.38,21.9,70.6
COW_0708,4,Holstein,Yes,29.4,82.5,38.79,1974.0,5.15,22.2,19.7
COW_0709,3,Holstein,Yes,18.1,83.7,38.83,1327.0,5.41,24.6,27.1
COW_0710,5,Holstein,No,18.0,48.5,39.04,1998.0,5.88,25.9,36.8
COW_0711,10,Holstein,Yes,31.8,46.8,39.26,1887.0,5.4,16.7,30.3
COW_0712,7,Holstein,Yes,11.9,71.5,38.76,2141.0,5.63,31.7,19.3
COW_0713,2,Holstein,Yes,32.9,55.1,38.91,1555.0,6.0,26.2,30.9
COW_0714,9,Holstein,No,16.7,40.9,39.07,1712.0,6.24,30.4,35.9
COW_0715,8,Holstein,No,25.4,84.4,39.52,1525.0,6.43,26.3,57.2
COW_0716,11,Brown Swiss,Yes,34.3,51.3,38.97,1617.0,5.32,26.2,40.1
COW_0717,4,Holstein,No,27.6,86.5,39.19,1472.0,6.98,20.7,58.5
COW_0718,2,Jersey,Yes,20.8,75.9,38.64,2395.0,4.85,37.6,11.9
COW_0719,6,Holstein,Yes,27.9,78.1,38.96,2123.0,5.39,38.2,28.5
COW_0720,5,Jersey,Yes,18.9,50.1,38.95,1383.0,5.43,25.6,17.3
COW_0721,11,Jersey,Yes,17.2,51.7,39.09,2087.0,5.94,32.1,25.3
COW_0722,9,Holstein,Yes,35.9,66.1,38.95,2003.0,6.25,21.4,34.3
COW_0723,2,Brown Swiss,No,29.5,48.6,39.2,1398.0,6.76,19.9,68.9
COW_0724,11,Holstein,Yes,26.8,55.3,39.32,1570.0,6.51,20.6,68.0
COW_0725,2,Holstein,Yes,19.2,56.1,38.74,2168.0,4.8,33.7,0.5
COW_0726,5,Jersey,No,11.3,48.0,39.02,1282.0,6.3,18.8,53.8
COW_0727,9,Jersey,Yes,10.8,50.3,38.68,1732.0,5.16,37.1,11.6
COW_0728,6,Holstein,No,24.4,79.4,39.11,1787.0,6.41,28.6,53.3
COW_0729,3,Holstein,Yes,29.8,48.4,39.0,1629.0,5.61,31.1,19.4
COW_0730,7,Holstein,No,24.0,41.4,39.25,1876.0,6.29,22.8,46.4
COW_0731,6,Holstein,Yes,31.9,71.5,39.11,2171.0,5.03,30.7,29.7
COW_0732,3,Jersey,No,10.9,88.8,39.34,1960.0,6.09,12.3,42.4
COW_0733,4,Holstein,Yes,19.5,56.6,38.62,2720.0,4.93,31.9,11.3
COW_0734,10,Holstein,Yes,16.2,45.9,38.9,1611.0,5.96,26.0,43.5
COW_0735,8,Holstein,No,21.6,68.5,38.88,1716.0,5.68,15.8,38.5
COW_0736,8,Holstein,Yes,11.9,85.3,38.44,2038.0,4.73,31.2,13.6
COW_0737,7,Holstein,Yes,34.8,79.2,38.83,1753.0,5.62,30.2,18.6
COW_0738,9,Holstein,Yes,15.8,71.1,38.7,2082.0,5.09,17.9,8.6
COW_0739,5,Brown Swiss,Yes,34.0,55.8,39.24,1060.0,6.15,18.9,45.1
COW_0740,9,Jersey,Yes,21.1,67.1,38.97,1791.0,5.5,37.1,34.0
COW_0741,5,Holstein,Yes,35.6,44.6,38.89,1249.0,6.01,25.3,31.8
COW_0742,9,Guernsey,Yes,24.4,73.9,39.08,1315.0,6.2,29.9,33.7
COW_0743,10,Jersey,Yes,34.2,76.3,39.05,1769.0,6.3,29.3,46.6
COW_0744,4,Jersey,Yes,10.1,88.3,38.98,1757.0,5.28,29.9,20.5
COW_0745,4,Holstein,Yes,29.5,53.0,38.85,1963.0,5.87,31.7,40.5
COW_0746,3,Holstein,Yes,33.5,40.9,38.9,1573.0,6.0,14.6,44.3
COW_0747,11,Holstein,Yes,13.6,67.3,38.95,2234.0,5.39,26.4,25.3
COW_0748,4,Holstein,Yes,12.5,75.3,38.75,1857.0,5.22,14.7,6.9
COW_0749,4,Holstein,No,21.0,79.5,38.84,991.0,6.31,16.3,42.7
COW_0750,6,Holstein,Yes,34.3,49.7,39.11,1793.0,5.37,23.4,27.4
COW_0751,6,Holstein,Yes,24.1,53.1,38.8,999.0,5.27,23.3,29.9
COW_0752,3,Jersey,Yes,23.7,65.6,38.97,1194.0,5.59,26.0,35.0
COW_0753,11,Holstein,Yes,13.7,56.5,38.89,1483.0,5.04,27.2,24.9
COW_0754,7,Holstein,Yes,10.0,83.0,38.87,1488.0,5.21,28.9,15.3
COW_0755,6,Brown Swiss,Yes,31.1,63.7,39.12,1478.0,6.01,26.3,39.0
COW_0756,7,Guernsey,Yes,12.3,80.0,38.78,1474.0,5.22,30.0,15.0
COW_0757,2,Jersey,Yes,26.5,69.0,38.73,1334.0,5.12,22.7,16.9
COW_0758,6,Brown Swiss,Yes,33.8,78.7,39.1,2187.0,6.1,21.9,40.5
COW_0759,10,Holstein,Yes,15.4,56.6,38.81,1580.0,5.37,27.5,14.1
COW_0760,11,Brown Swiss,Yes,27.3,81.6,39.37,902.0,6.04,24.9,35.3
COW_0761,3,Holstein,Yes,12.0,53.7,38.82,1767.0,5.39,22.5,12.3
COW_0762,2,Holstein,No,25.7,67.3,39.05,1206.0,6.15,29.3,55.1
COW_0763,11,Holstein,Yes,14.3,50.7,38.77,1499.0,5.87,31.6,26.6
COW_0764,10,Holstein,Yes,29.1,63.8,39.18,1797.0,6.02,20.1,42.5
COW_0765,11,Holstein,No,17.8,55.9,39.27,1493.0,6.42,24.2,38.4
COW_0766,10,Holstein,Yes,22.0,53.3,39.0,1430.0,5.0,39.4,9.8
COW_0767,10,Jersey,Yes,25.6,88.3,38.95,1848.0,5.87,26.8,31.5
COW_0768,7,Holstein,No,14.5,48.0,39.01,1949.0,5.93,26.4,50.7
COW_0769,9,Holstein,No,29.3,79.4,39.11,1660.0,6.64,20.5,55.6
COW_0770,2,Jersey,Yes,17.9,89.2,38.8,958.0,5.05,26.6,11.7
COW_0771,11,Holstein,Yes,27.2,41.0,39.42,1278.0,5.98,32.9,41.6
COW_0772,5,Holstein,Yes,14.1,75.0,39.0,1776.0,5.39,27.4,23.6
COW_0773,2,Jersey,No,27.9,52.6,39.09,1379.0,6.75,22.3,67.5
COW_0774,9,Holstein,Yes,13.3,42.0,38.89,1590.0,5.56,26.1,33.2
COW_0775,2,Holstein,Yes,21.1,60.1,38.53,1594.0,5.27,45.0,0.5
COW_0776,4,Guernsey,No,16.4,86.8,39.17,1065.0,6.16,23.3,59.9
COW_0777,5,Holstein,Yes,29.5,40.6,38.86,2465.0,5.21,22.3,30.6
COW_0778,9,Holstein,Yes,16.8,69.4,39.14,1645.0,6.17,21.9,46.8
COW_0779,7,Guernsey,Yes,32.9,65.1,39.39,1674.0,6.26,26.7,56.5
COW_0780,11,Jersey,Yes,33.2,83.7,39.19,1684.0,5.79,18.4,39.7
COW_0781,8,Holstein,No,15.1,44.2,39.24,1591.0,6.04,26.6,47.4
COW_0782,9,Holstein,Yes,26.0,74.1,38.71,1676.0,5.41,22.2,31.2
COW_0783,3,Holstein,No,12.3,74.0,38.82,1332.0,5.66,16.5,28.4
COW_0784,11,Holstein,Yes,20.2,73.5,38.77,1292.0,5.57,22.5,11.9
COW_0785,9,Holstein,Yes,28.5,87.1,38.99,1861.0,5.9,26.5,27.3
COW_0786,4,Holstein,No,27.1,81.2,39.41,1548.0,6.44,29.7,60.9
COW_0787,8,Brown Swiss,Yes,26.2,42.1,39.15,1889.0,6.35,29.0,48.3
COW_0788,4,Holstein,Yes,17.3,63.6,38.83,2102.0,5.06,26.1,13.7
COW_0789,8,Holstein,Yes,19.8,59.9,38.81,1567.0,5.13,33.7,7.6
COW_0790,3,Holstein,No,12.7,55.5,39.14,1925.0,6.24,22.5,43.3
COW_0791,11,Jersey,Yes,28.7,62.6,39.04,1934.0,5.77,18.2,32.8
COW_0792,7,Holstein,Yes,23.1,59.2,39.32,1809.0,6.02,24.6,44.5
COW_0793,4,Holstein,Yes,28.4,61.6,39.11,2328.0,5.73,17.3,48.5
COW_0794,4,Jersey,Yes,16.5,89.0,38.93,2468.0,5.05,30.9,25.3
COW_0795,10,Holstein,No,18.4,44.4,39.07,1868.0,6.12,29.3,46.5
COW_0796,8,Holstein,Yes,18.7,86.1,39.1,1970.0,5.58,22.2,18.9
COW_0797,6,Holstein,Yes,10.7,64.0,38.8,2098.0,5.88,27.1,29.2
COW_0798,11,Holstein,Yes,18.9,71.2,39.09,1618.0,5.21,28.5,21.8
COW_0799,8,Holstein,Yes,30.9,81.5,38.78,1535.0,5.46,31.0,33.2
COW_0800,10,Holstein,No,33.3,58.0,39.13,1734.0,6.27,17.8,51.1
COW_0801,2,Holstein,Yes,23.5,61.5,39.14,1391.0,6.02,28.8,39.8
COW_0802,8,Holstein,No,21.8,60.5,39.3,1780.0,6.01,18.1,48.6
COW_0803,7,Jersey,Yes,10.8,58.7,38.77,1770.0,5.88,30.3,28.8
COW_0804,11,Brown Swiss,Yes,32.9,86.3,38.85,1403.0,5.5,31.4,35.4
COW_0805,10,Jersey,No,10.3,81.4,39.24,1561.0,6.15,20.8,52.4
COW_0806,2,Guernsey,Yes,34.6,45.4,39.22,2265.0,5.42,33.9,20.2
COW_0807,5,Holstein,Yes,22.7,45.4,39.03,1845.0,5.68,18.9,27.4
COW_0808,10,Brown Swiss,No,18.9,61.4,39.07,1647.0,6.04,30.4,39.0
COW_0809,5,Holstein,Yes,34.0,44.9,38.5,1924.0,5.84,35.3,22.2
COW_0810,11,Brown Swiss,Yes,10.6,71.0,39.03,1843.0,5.43,27.6,29.7
COW_0811,4,Brown Swiss,Yes,25.1,47.2,39.25,1447.0,6.23,23.1,50.4
COW_0812,10,Jersey,Yes,24.3,66.1,39.05,1731.0,6.04,26.5,38.3
COW_0813,3,Brown Swiss,Yes,15.7,40.4,38.64,1478.0,5.36,24.9,13.2
COW_0814,5,Holstein,Yes,21.2,55.8,38.72,1620.0,4.82,44.3,1.6
COW_0815,7,Holstein,Yes,27.0,73.9,38.88,1460.0,6.2,22.8,38.0
COW_0816,3,Holstein,No,28.9,64.2,39.41,1757.0,6.03,31.3,45.2
COW_0817,9,Holstein,Yes,10.0,88.9,39.11,1842.0,5.2,23.1,28.3
COW_0818,9,Holstein,Yes,34.4,83.7,39.29,1515.0,6.17,31.8,47.8
COW_0819,2,Holstein,Yes,14.3,58.0,38.87,2055.0,5.33,38.4,26.1
COW_0820,4,Brown Swiss,Yes,16.1,42.3,38.58,2084.0,5.69,31.4,7.2
COW_0821,11,Holstein,Yes,16.9,82.3,38.86,1697.0,5.68,28.9,22.5
COW_0822,10,Jersey,No,11.0,85.6,39.38,1271.0,6.05,20.0,52.6
COW_0823,6,Guernsey,Yes,13.2,81.0,38.96,1530.0,5.3,21.8,16.9
COW_0824,7,Guernsey,No,35.6,46.4,39.32,1049.0,6.64,24.5,62.2
COW_0825,5,Brown Swiss,No,18.2,89.9,39.42,1531.0,6.64,30.0,58.7
COW_0826,11,Holstein,Yes,13.0,52.9,38.97,1474.0,4.75,24.1,22.1
COW_0827,3,Brown Swiss,Yes,12.8,76.2,38.88,1652.0,5.48,40.1,13.2
COW_0828,9,Jersey,Yes,28.7,85.4,39.19,1625.0,5.84,22.4,32.9
COW_0829,7,Holstein,Yes,32.2,51.8,39.22,1929.0,5.73,25.7,49.4
COW_0830,6,Holstein,No,16.7,85.4,39.24,1917.0,6.21,26.0,49.5
COW_0831,10,Jersey,No,10.5,55.5,39.61,1246.0,7.67,19.7,82.7
COW_0832,2,Holstein,Yes,15.8,88.8,38.68,2396.0,5.21,17.0,10.3
COW_0833,6,Holstein,Yes,11.5,54.1,38.62,1148.0,5.32,25.4,11.9
COW_0834,7,Jersey,No,12.7,87.7,38.97,2265.0,6.35,26.3,39.6
COW_0835,6,Holstein,No,21.2,42.7,38.8,1903.0,5.61,25.1,40.9
COW_0836,7,Holstein,Yes,16.0,75.5,38.68,1879.0,4.83,31.4,18.8
COW_0837,7,Jersey,Yes,23.4,66.6,38.83,1415.0,5.83,30.3,31.4
COW_0838,8,Holstein,Yes,16.6,63.9,38.71,1699.0,5.17,26.8,12.5
COW_0839,5,Holstein,No,34.5,51.2,39.73,1493.0,6.54,17.0,70.6
COW_0840,9,Holstein,Yes,33.6,75.3,38.96,1931.0,5.67,34.3,19.2
COW_0841,8,Holstein,Yes,24.7,49.5,39.11,1864.0,6.09,18.4,44.5
COW_0842,10,Guernsey,Yes,19.2,67.6,38.95,1512.0,5.48,23.7,25.0
COW_0843,8,Holstein,Yes,19.9,52.7,39.14,1444.0,5.31,22.4,23.5
COW_0844,4,Holstein,Yes,20.7,87.8,38.66,1961.0,5.1,32.7,4.7
COW_0845,4,Holstein,No,28.9,41.4,39.2,1759.0,6.28,29.9,50.3
COW_0846,9,Holstein,Yes,21.7,50.0,39.01,1685.0,5.3,24.9,32.1
COW_0847,6,Jersey,Yes,32.3,52.1,39.11,2264.0,5.55,27.8,25.0
COW_0848,5,Jersey,Yes,34.5,60.7,39.19,1723.0,5.36,28.4,33.4
COW_0849,9,Holstein,Yes,18.7,51.6,38.96,1780.0,5.65,36.8,24.9
COW_0850,7,Holstein,Yes,24.6,64.6,39.25,1871.0,5.5,16.3,33.5
COW_0851,3,Holstein,Yes,12.5,83.6,38.99,2145.0,5.91,30.2,25.4
COW_0852,5,Holstein,Yes,15.2,75.6,38.69,1398.0,4.96,31.0,4.3
COW_0853,5,Jersey,Yes,20.8,69.0,39.01,1417.0,5.21,25.6,26.6
COW_0854,7,Holstein,Yes,15.4,44.5,38.93,1696.0,5.47,29.3,27.1
COW_0855,7,Holstein,Yes,32.8,74.7,39.11,2508.0,6.02,27.4,48.1
COW_0856,2,Holstein,No,14.1,48.3,39.25,1542.0,6.03,27.9,33.6
COW_0857,9,Guernsey,No,21.8,79.3,39.15,1527.0,5.97,34.7,48.8
COW_0858,7,Brown Swiss,Yes,25.7,52.5,39.06,1822.0,5.84,25.6,42.2
COW_0859,4,Holstein,Yes,28.0,60.9,39.05,2106.0,5.64,27.0,27.8
COW_0860,10,Jersey,No,20.0,57.5,39.21,1588.0,5.96,23.0,54.5
COW_0861,3,Holstein,Yes,32.6,82.9,38.97,2173.0,5.22,29.8,28.2
COW_0862,9,Holstein,No,24.8,46.3,39.62,994.0,7.02,20.6,72.6
COW_0863,11,Jersey,No,21.4,68.3,38.99,1371.0,5.98,25.0,43.6
COW_0864,4,Guernsey,Yes,11.7,47.1,38.91,2235.0,5.42,27.6,24.1
COW_0865,6,Brown Swiss,Yes,22.1,75.2,39.19,1710.0,5.8,25.4,29.7
COW_0866,7,Holstein,No,31.3,85.3,39.16,1099.0,6.46,20.1,60.1
COW_0867,11,Holstein,Yes,26.0,61.7,39.24,1153.0,6.3,26.3,45.8
COW_0868,7,Jersey,Yes,31.6,64.4,38.76,1494.0,5.5,25.6,32.1
COW_0869,5,Holstein,Yes,22.8,86.4,39.24,1639.0,5.42,28.3,34.9
COW_0870,4,Holstein,Yes,13.1,66.0,39.08,1918.0,5.13,27.3,32.0
COW_0871,5,Holstein,Yes,10.4,64.4,38.73,1739.0,5.71,26.0,8.7
COW_0872,2,Jersey,Yes,17.9,68.9,39.07,2039.0,5.13,37.5,19.0
COW_0873,5,Holstein,No,28.1,74.5,39.46,1353.0,6.65,22.6,52.9
COW_0874,2,Holstein,Yes,30.5,45.3,38.96,2257.0,5.3,30.9,21.5
COW_0875,2,Guernsey,Yes,17.7,81.1,38.76,2946.0,4.94,25.2,0.5
COW_0876,11,Holstein,Yes,22.9,61.8,39.38,1408.0,6.15,14.1,47.0
COW_0877,7,Holstein,Yes,20.9,43.6,38.66,2024.0,5.89,24.8,20.7
COW_0878,6,Holstein,Yes,20.7,79.3,38.85,1981.0,5.38,15.9,22.5
COW_0879,5,Holstein,No,16.0,58.8,39.2,1638.0,5.93,23.4,46.1
COW_0880,4,Holstein,No,13.5,45.0,39.13,1758.0,5.77,31.1,52.5
COW_0881,2,Holstein,Yes,15.1,71.7,38.84,2049.0,5.7,23.1,18.7
COW_0882,7,Guernsey,Yes,11.4,84.0,38.94,1709.0,5.11,16.5,9.8
COW_0883,3,Holstein,Yes,15.2,84.4,38.59,2476.0,5.11,38.3,0.5
COW_0884,9,Brown Swiss,Yes,10.2,87.9,38.97,1785.0,5.9,23.7,31.5
COW_0885,11,Holstein,Yes,26.3,83.4,39.18,1360.0,6.32,22.9,56.2
COW_0886,6,Holstein,Yes,18.2,40.1,38.47,2823.0,5.29,33.1,13.1
COW_0887,8,Holstein,No,35.3,59.0,39.36,1481.0,6.15,26.0,55.9
COW_0888,11,Holstein,Yes,15.0,80.9,39.04,1749.0,5.6,29.4,34.5
COW_0889,3,Jersey,Yes,19.0,58.3,38.8,1920.0,5.54,33.1,18.9
COW_0890,9,Holstein,No,19.3,70.1,39.39,1265.0,6.94,13.4,80.5
COW_0891,3,Holstein,Yes,10.2,70.3,38.67,2096.0,5.17,20.8,11.4
COW_0892,5,Guernsey,Yes,31.8,58.3,39.06,1479.0,5.59,33.4,22.9
COW_0893,2,Guernsey,Yes,10.8,85.2,38.61,2227.0,4.99,25.2,4.3
COW_0894,6,Guernsey,Yes,34.4,65.2,38.98,1113.0,5.29,22.7,33.5
COW_0895,10,Holstein,No,33.2,63.2,39.41,1047.0,6.47,16.6,67.6
COW_0896,2,Jersey,Yes,23.9,89.9,38.61,2527.0,5.18,25.7,23.3
COW_0897,10,Holstein,No,24.1,64.7,39.49,1052.0,6.44,20.5,67.4
COW_0898,9,Holstein,Yes,27.0,48.9,38.81,1035.0,5.83,21.2,30.6
COW_0899,7,Holstein,Yes,20.1,65.7,38.67,1388.0,5.59,22.0,13.2
COW_0900,8,Holstein,No,26.8,80.7,39.17,1961.0,6.83,24.2,65.1
COW_0901,4,Holstein,Yes,11.2,78.8,38.77,1187.0,5.18,23.5,18.0
COW_0902,2,Holstein,Yes,11.4,79.4,38.59,1589.0,4.98,25.9,10.6
COW_0903,6,Guernsey,Yes,21.9,75.4,38.76,1332.0,5.28,16.0,5.1
